dcat.created;dcat.issued;dcat.creator;dcat.contributor;dcat.contact_name;dcat.contact_email;dcat.accrualperiodicity;dcat.spatial;dcat.temporal;dcat.granularity;dcat.dataquality;dcat.publisher_type;dcat.conforms_to;dcat.temporal_coverage_start;dcat.temporal_coverage_end;dcat.accessRights;default.title;default.description;default.theme;default.keyword;default.license;default.license_url;default.language;default.metadata_languages;default.timezone;default.modified;default.modified_updates_on_metadata_change;default.modified_updates_on_data_change;default.data_processed;default.metadata_processed;default.geographic_reference;default.geographic_reference_auto;default.territory;default.geometry_types;default.bbox;default.publisher;default.references;default.records_count;default.attributions;default.source_domain;default.source_domain_title;default.source_domain_address;default.source_dataset;default.shared_catalog;default.federated;default.oauth_scope;default.parent_domain;custom.cycle;custom.periodicity;datasetid
;;;;;;;;;;;;;;;;Liste des passages souterrains;"<p>Liste des passages souterrains du Réseau Ferré National.</p><p>Les ouvrages d’art supérieurs à 2 mètres sont listés.</p><p>Ce jeu publie les données en l’état des bases au 31/12/2021. </p><p>Les éléments d’infrastructure sont localisés par projection sur la ligne correspondante. Les coordonnées GPS proposées sont celles de la projection de l’objet sur la ligne. De ce fait, il peut y avoir un écart avec la géolocalisation de l’objet.</p><p>Lorsqu’un élément se trouve à proximité de plusieurs lignes, il est projeté sur les différentes lignes. Quand un objet est projeté sur une ligne qui n’est plus exploitée, la traduction de la localisation n’est pas possible.</p><p>Les coordonnées sont une conversion des coordonnées ferroviaires en Lambert 93 et en WGS84 (EPSG:3857).</p><p>Dernière
mise à jour : 28/04/2023<br/></p>";Réseau;SNCF RESEAU,Passages souterrains,Infrastructure,Géolocalisation;Open Database License (ODbL);https://data.sncf.com/pages/licence;fr;fr;Europe/Paris;2022-03-24T10:44:24+00:00;True;True;2023-04-28T15:54:10+00:00;2023-06-14T01:12:25.084000+00:00;world_fr;True;France;Point;;SNCF Réseau;;649;;;;;;;True;;datasncf;;Annuelle;liste-des-passages-souterrains
;;;;;;;;;;;;;;;;Subventions à recevoir CCO du groupe SNCF Réseau depuis 2015;<p>Subventions à recevoir depuis 2015 issues du Rapport Financier du groupe SNCF Réseau au 31 décembre de chaque année (Comptes consolidés incluant l'EPIC SNCF RESEAU et ses filiales)</p>;Réseau;SNCF RESEAU,Comptes Consolidés,Subventions,Subventions à recevoir;Open Database License (ODbL);https://data.sncf.com/pages/licence;fr;fr;;2022-03-23T13:23:20+00:00;True;True;2021-06-29T09:30:11+00:00;2023-06-14T01:16:57.345000+00:00;world_fr;True;France;;;SNCF Réseau;;4;;;;;;;True;;datasncf;;Annuelle;subventions-a-recevoir-2017-cco
;;;;;;;;;;;;;;;;Equipements d’accessibilité en gare;"<p class=""MsoNormal""><span style=""font-size: 12pt; font-family: Arial, sans-serif; color: rgb(62, 62, 64); background-image: initial; background-position: initial; background-size: initial; background-repeat: initial; background-attachment: initial; background-origin: initial; background-clip: initial;"">Liste des équipements d’accessibilité recensés
dans les gares SNCF pour améliorer l’accessibilité des clients.<u5:p></u5:p></span><o:p></o:p></p><p>



<u5:p></u5:p><u5:p></u5:p></p><p class=""MsoNormal""><span style='font-size:12.0pt;font-family:""Arial"",sans-serif;
color:#3E3E40;background:white'>Cette liste est mise à jour au fur et à mesure.
Ces informations ne sont donc pas encore disponibles pour toutes les gares.</span><o:p></o:p></p>";Equipements et services en gares,Gares;Gares,Accessibilité,Equipement;Open Database License (ODbL);https://data.sncf.com/pages/cgu/A1#A1;;;;2021-12-21T08:23:03+00:00;False;False;2021-12-16T15:35:52+00:00;2021-12-21T08:27:24.048000+00:00;world_fr;True;France;;;Gares & Connexions;;1717;;;;;;;False;;;;Irrégulière;equipements-accessibilite-en-gares
;;;;;;Annuelle;;;Par gare;;;;;;;Comptes de résultats des gares;"<p>Ce fichier présente les comptes de résultats des gares françaises présenté en Instances régionales de concertation (IRC) par SNCF en octobre 2015. Il permet de connaître les revenus et charges liés aux activités régulées et non régulées de Gares &amp; Connexions. Deux versions des comptes de résultats des gares sont proposées :</p><ul>
<li>Une version synthétique dans le jeu de données</li><li>Une version complète en .xls en <a href=""https://ressources.data.sncf.com/api/datasets/1.0/comptes-resultats-gares/attachments/compte_resultats_gares_xlsx/"">pièce jointe</a></li></ul><p>Les activités régulées liées aux infrastructures de service sont définies par le décret n°2012-70. Ces activités , telles que la prestation de base, sont à fournir à tout transporteur qui en fait la demande, dans des conditions transparentes et non discriminatoires. Elles donnent lieu à la perception d’une redevance liée au coût de la prestation.</p><p>Les activités non régulées correspondent essentiellement à la mise à disposition d’espaces pour les commerces et les bureaux.</p><p>Les Instances Régionales de Concertation (IRC) 2015 permettent de valider les tarifs proposés pour l’horaire de service 2017. Ces tarifs sont construits deux ans en avance pour permettre aux opérateurs d’en avoir connaissance un an avant le début de l’horaire de service. Par souci de transparence et afin de suivre l’évolution des différents postes de produits et de charges, les données relatives à 2014 et 2015 sont également fournies. »</p>";Gares;Finance,Comptes de résultats,Gare de voyageurs;Open Database License (ODbL);https://data.sncf.com/pages/licence;fr;fr;;2018-12-03T12:21:25+00:00;False;True;2018-12-03T12:21:25+00:00;2020-09-30T11:02:50.856000+00:00;world_fr;True;France;;;Gares & Connexions;;516;;;;;;;False;;;;Annuelle;comptes-resultats-gares
;;;;;;;;;;;;;;;;Emprunts établissements de crédit CCO du groupe SNCF Réseau depuis 2015;<p>Emprunts établissements de crédit depuis 2015 issus du Rapport Financier du groupe SNCF Réseau au 31 décembre de chaque année (Comptes consolidés incluant l'EPIC SNCF RESEAU et ses filiales)</p>;Réseau;SNCF RESEAU,Comptes Consolidés,Emprunt,Emprunts auprès des établissements de crédit;Open Database License (ODbL);https://data.sncf.com/pages/licence;fr;fr;;2022-03-24T09:58:18+00:00;True;True;2021-06-29T09:59:15+00:00;2023-06-14T01:16:09.790000+00:00;world_fr;True;France;;;SNCF Réseau;;212;;;;;;;True;;datasncf;;Annuelle;emprunts-etablissements-de-credit-2017-cco
;;;;;;;;;;;;;;;;Emprunts SNCF CCO du groupe SNCF Réseau depuis 2015;<p>Emprunts SNCF depuis 2015 issus du Rapport Financier du groupe SNCF Réseau au 31 décembre de chaque année (Comptes consolidés incluant l'EPIC SNCF RESEAU et ses filiales)</p>;Réseau;SNCF RESEAU,Comptes Consolidés,Emprunt,Emprunts SNCF;Open Database License (ODbL);https://data.sncf.com/pages/licence;fr;fr;;2022-03-24T09:57:44+00:00;True;True;2021-06-29T09:57:33+00:00;2023-06-14T01:16:19.309000+00:00;world_fr;True;France;;;SNCF Réseau;;72;;;;;;;True;;datasncf;;Annuelle;emprunts-sncf-2017-cco
;;;;;;;;;;;;;;;;Tarifs Intercités;"<p>Prix plein tarif des trains Intercités de jour et de nuit en vigueur au 10/01/2023. </p>

<p>Une fourchette de prix (prix minimum, prix maximum) est affichée pour chaque origine-destination et classe tarifaire.</p>

<p>Les CGV de l'ensemble des tarifs sont accessibles à <a href=""https://www.sncf.com/fr/mentions-legales"" target=""_blank"">cette page</a>.</p>";Tarifs voyageurs;tarif,Intercités;Open Database License (ODbL);https://data.sncf.com/pages/cgu/A1#A1;;;;2023-01-10T16:17:18+00:00;False;True;2023-01-10T16:17:18+00:00;2023-06-14T01:20:57.575000+00:00;;False;;;;SNCF Voyageurs;;1904;;;;;;;True;;datasncf;;Annuelle;tarifs-intercites
;;;;;;;;;;;;;;;;Nombre de matériels roulants voyageurs SNCF exploitables par série et transporteur;"<p style=""font-family: Avenir, Helvetica, Arial, sans-serif; color: rgb(51, 51, 51);"">Ce jeu de données affiche le nombre de matériels roulants SNCF Voyageurs exploitables par série et par activité.<span style=""font-weight: bolder;""><br/></span></p><ul style=""color: rgb(51, 51, 51); font-family: Avenir, Helvetica, Arial, sans-serif;""><li><span style=""font-weight: bolder;""><span style=""font-weight: bolder;""></span></span>Situation du Matériel = Exploitable</li><li>Libellé ECM (En Charge de la Maintenance) = SNCF Mobilité</li><li>Libellé Détenteur = SNCF Mobilité</li><li>Libellé Exploitant = TER, Intercités, Transilien, Voyages SNCF</li></ul><p style=""font-family: Avenir, Helvetica, Arial, sans-serif; color: rgb(51, 51, 51);"">Les matériels roulants des filiales (Thalys, etc.) sont hors périmètre.</p><p style=""font-family: Avenir, Helvetica, Arial, sans-serif; color: rgb(51, 51, 51);"">Pour le cas de la série V2N, chaque caisse correspond à un matériel roulant.</p>";matériel roulant;Matériel roulant;Open Database License (ODbL);https://data.sncf.com/pages/cgu/A1#A1;;;;2020-01-29T12:37:00+00:00;False;False;2021-12-21T16:02:02+00:00;2023-06-14T01:20:47.566000+00:00;;False;;;;SNCF Voyageurs;;100;;;;;;;True;;datasncf;;;nombre-de-materiels-roulants-sncf-voyageurs-exploitables-par-serie-activite
;;;;;;;;;;;;;;;;Équipements d'accessibilité des gares du réseau Transilien;"<p style=""font-family: Avenir, Helvetica, Arial, sans-serif; color: rgb(51, 51, 51); text-align: justify;""><a href=""https://ressources.data.sncf.com/api/datasets/1.0/equipements-accessibilite-gares-transilien/attachments/descriptif_accessibilite_des_gares_equipements_pdf/"" style=""text-decoration: none; color: rgb(0, 136, 206);"">Équipements d'accessibilité</a> qui sont proposés dans les gares desservies par Transilien.</p><p style=""font-family: Avenir, Helvetica, Arial, sans-serif; margin-bottom: 1em; color: rgb(51, 51, 51); text-align: justify;"">Sont notamment listés tous les équipements dédiés à l’accessibilité (guichets adaptés PMR, boucles magnétiques, portillons élargis, …) ainsi que les ascenseurs et escaliers mécaniques.</p>";Services voyageurs; Equipement,Accessibilité,Gare de voyageurs,Ile-de-France,Transilien;Open Database License (ODbL);https://data.sncf.com/pages/cgu/A1#A1;;;;2017-12-28T09:57:00+00:00;False;False;2021-12-07T13:27:01+00:00;2023-06-14T01:20:19.504000+00:00;world_fr;True;France;;;SNCF Voyageurs;;508;;;;;;;True;;datasncf;;Annuelle;equipements-accessibilite-gares-transilien
;;;;;;;;;;;;;;;;Répartition des modes d'accès (rabattement et diffusion) à la gare (Enquêtes en gare);"<p>Gares &amp; Connexions réalise régulièrement des enquêtes clients dans les gares. Ce jeu de données indique la répartition (en %) de l’utilisation des modes de transports que les voyageurs ou non voyageurs utilisent pour se rendre ou quitter la gare enquêtée.</p><p>Ces informations sont obtenues à partir des enquêtes réalisées en gare lors d’un jour ouvrable de base (très souvent le jeudi), hors veille de départ de grand week-end, hors vacances scolaires.</p>";Gares,Comptage et flux;Gare de voyageurs,Gares de voyageurs,Fréquentation,Enquête Gares & Connexions;Open Database License (ODbL);https://data.sncf.com/pages/licence;fr;fr;;2017-10-04T07:30:11+00:00;False;False;2017-10-05T06:34:18+00:00;2020-05-26T18:49:21.913000+00:00;world_fr;True;France;;;Gares & Connexions;;458;;;;;;;False;;;;Irrégulière;repartition-de-lutilisation-des-moyens-dacces-ou-de-diffusion-a-la-gare-enquetes
;;;;;;;;;;;;;;;;EFN année N CCO du groupe SNCF Réseau;<p>EFN année N CCO issu du Rapport Financier du groupe SNCF Réseau au 31 décembre 2018 (Comptes consolidés incluant l'EPIC SNCF RESEAU et ses filiales)</p>;Réseau;SNCF RESEAU,Comptes Consolidés,EFN;Open Database License (ODbL);https://data.sncf.com/pages/licence;fr;fr;;2022-03-24T09:59:42+00:00;True;True;2021-06-29T09:47:44+00:00;2023-06-14T01:15:58.424000+00:00;world_fr;True;France;;;SNCF Réseau;;1128;;;;;;;True;;datasncf;;Annuelle;efn-annee-n-2017-cco
;;;;;;Mensuelle;;Depuis janvier 2015;SNCF;;;;;;;Indicateurs mensuels de Sûreté depuis janvier 2015;<p>Quelques éléments sur les indicateurs de sûreté depuis Janvier 2015</p>;Sécurité;Sûreté;Open Database License (ODbL);https://data.sncf.com/pages/licence;fr;fr;;2017-04-01T08:25:12+00:00;False;True;2017-04-01T08:25:12+00:00;2023-03-16T15:58:26.345000+00:00;world_fr;True;France;;;SNCF;;21;;;;;;;False;;;;Irrégulière;indicateurs-mensuels-de-surete-depuis-janvier-2015
;;;;;;;;;;;;;;;;Immobilisations incorporelles CCO du groupe SNCF Réseau depuis 2015;<p>Immobilisations incorporelles depuis 2015 issues du Rapport Financier du groupe SNCF Réseau au 31 décembre de chaque année (Comptes consolidés incluant l'EPIC SNCF RESEAU et ses filiales)</p>;Réseau;SNCF RESEAU,Comptes Consolidés,Immobilisations Incorporelles;Open Database License (ODbL);https://data.sncf.com/pages/licence;fr;fr;;2022-03-24T09:50:35+00:00;True;True;2021-06-29T08:45:12+00:00;2023-06-14T01:16:31.322000+00:00;world_fr;True;France;;;SNCF Réseau;;196;;;;;;;True;;datasncf;;Annuelle;immobilisations-incorporelles-2017-cco
;;;;;;;;;;;;;;;;Échéancier subventions CCO du groupe SNCF Réseau depuis 2015;<p>Échéancier subventions depuis 2015 issu du Rapport Financier du groupe SNCF Réseau au 31 décembre de chaque année (Comptes consolidés incluant l'EPIC SNCF RESEAU et ses filiales)</p>;Réseau;SNCF RESEAU,Comptes Consolidés,Subventions,Echéancier subventions;Open Database License (ODbL);https://data.sncf.com/pages/licence;fr;fr;;2022-03-24T10:32:09+00:00;True;True;2021-06-29T09:32:10+00:00;2023-06-14T01:15:53.284000+00:00;world_fr;True;France;;;SNCF Réseau;;6;;;;;;;True;;datasncf;;Annuelle;echeancier-subventions-2017-cco
;;;;;;Temps réel;;;;;;;;;;API théorique et temps réel;"<p>Accédez aux horaires planifiés et temps réel des trains SNCF ainsi qu'au moteur de calcul d'itinéraire.</p><p>L'API SNCF est accessible sur <a href=""https://numerique.sncf.com/startup/api/"" target=""_blank"">https://numerique.sncf.com/startup/api/</a> </p>";Horaires et itinéraires;API,Horaires,Temps réel;https://www.digital.sncf.com/startup/API/conditions-generales-dutilisation-de-lapi-sncf;;fr;fr;;2023-04-17T10:08:22+00:00;True;False;;2023-04-17T10:08:26.316000+00:00;world_fr;True;France;;;SNCF;;0;;;;;;;False;;;;Irrégulière;api-sncf
;;;;;;;;;;;;;;;;Régime d'exploitation des lignes;<p>Liste des lignes du Réseau Ferré National par régime d’exploitation.</p><p>Les portions de ligne du réseau sont listées dans ce jeu de données par régime d’exploitation. </p><p>Une ligne du fichier correspond à une portion du réseau qui a le même régime d’exploitation. </p><p>Les régimes d’exploitation sont les suivants : Double voie (DV), Voie unique (VU), Voie banalisée (BANAL).</p><p>Exceptée la valeur « double voie », toutes les autres ne concernent que des régimes d’exploitation utilisées sur voie unique.</p><p>Ce jeu publie les données en l’état des bases au 31/12/2021.</p><p>Les coordonnées géographiques sont une conversion des coordonnées ferroviaires en Lambert 93 et en WGS84 (EPSG:3857).</p><p>Dans certains cas, la transformation de la localisation ferroviaire en coordonnées géographiques n’est pas possible : ces coordonnées n’ont pas été collectées pour les lignes qui ne sont plus exploitées.</p><p>Dernière mise à jour: 21/04/2023<br/></p>;Réseau;SNCF RESEAU,Lignes,Infrastructure,Régime d'exploitation,Géolocalisation;Open Database License (ODbL);https://data.sncf.com/pages/licence;fr;fr;Europe/Paris;2022-03-24T10:17:06+00:00;True;True;2023-04-21T11:57:41+00:00;2023-06-14T01:12:57.118000+00:00;world;True;World;LineString,MultiLineString;"{""coordinates"": [[[8.038869677111506, 50.4763021459803], [-1.5442302916198969, 50.4763021459803], [-1.5442302916198969, 42.499791397713125], [8.038869677111506, 42.499791397713125], [8.038869677111506, 50.4763021459803]]], ""type"": ""Polygon""}";SNCF Réseau;;56;;;;;;;True;;datasncf;;Annuelle;regime-dexploitation-des-lignes
;2014-06-18;Direction cohésion & ressources humaines;;;;Annuelle;;Depuis 1947;Année;;;;;;;Journées perdues lors de mouvements sociaux chaque année depuis 1947;"<p>Journées perdues lors de mouvements sociaux chaque année depuis 1947.</p><p>Explications des champs :</p><ul><li>
        Effectif à disposition : effectif de l'entreprise en équivalent temps plein.
    </li><li>
        Journée perdue par agent : résultat du rapport entre le nombre de jours de grève comptabilisé sur une période et l’effectif à disposition sur cette même période.
    </li></ul><p>
    Les données relatives aux conflits sociaux entre la création de SNCF en 1937 et 1947 n'ont pas été archivées dans leur intégralité.</p>";Social et ressources humaines;Mouvements sociaux,Histoire,Grève,Direction Cohésion;Open Database License (ODbL);https://data.sncf.com/pages/licence;fr;fr;;2023-05-15T13:59:18+00:00;False;True;2023-05-15T13:59:18+00:00;2023-05-15T13:59:18.728000+00:00;world_fr;True;France;;;SNCF;;76;;;;;;;False;;;;Annuelle;mouvements-sociaux-depuis-1947
;;;;;;Mensuelle;;2018-01-01/2021-12-31;;;;;;;;Baromètre notes d'opinion SNCF de janvier 2018 à décembre 2021 (GMV);<p>Ce jeu de données recense les notes d'opinion attribuées à la SNCF pour ses services. A partir de janvier 2018, la SNCF a opté pour un nouvel outil de mesure de l’ Image afin d’en améliorer la fiabilité, la cohérence-comparabilité et l’interprétation.</p><p>Jusqu’au 31 décembre 2017, deux questionnaires différents étaient soumis chaque mois à deux échantillons différents, les Français d’une part, les clients d’autre part. L’enquête était menée par IPSOS (Institut de sondage français).</p><p>A partir du 1er janvier 2018, un questionnaire unique, online, est soumis chaque mois, à un même échantillon (1000 Français représentatifs de la population française de plus de 15 ans, dont environ 400 « clients »,personnes ayant utilisé la SNCF dans les 12 derniers mois). L’enquête est menée par l’Institut de conseil GMV.</p><p>Toute utilisation de ces données doit tenir compte de la rupture d'historique occasionnée.</p><p><u>Les indicateurs</u></p><p>Pour chaque indicateur, les résultats sont fournis pour les <u>Français, </u> pour les <u>clients (</u>personnes ayant utilisé la SNCF dans les 12 derniers mois) et par différence pour les<u> Non clients</u></p><p>1/ <strong>Réputation</strong> (ou note d’opinion globale sur 10)</p><p>Question : Q<em>uelle note d'opinion entre 0 et 10 donneriez-vous à la SNCF, en fonction de l'opinion générale que vous en avez ? </em></p><p>2/ <strong>Ponctualité</strong> </p><p>Question :  <em>Parlons de la SNCF, en tant qu’opérateur de transport et de sa relation avec ses clients… - <strong>A des trains qui partent et arrivent à l'heure</strong></em></p><p><strong></strong></p><p>3/ <strong>Prix </strong></p><p>Question :<em>Parlons de la SNCF, en tant qu’opérateur de transport et de sa relation avec ses clients… - <strong>Propose des produits et services qui ont un bon rapport qualité-prix</strong></em></p><p><strong></strong></p><p>4/ <strong>Information Voyageurs</strong> : </p><p>Question : <em>Parlons de la SNCF, en tant qu’opérateur de transport et de sa relation avec ses clients…</em> - <strong><em>Informe efficacement ses clients en cas de perturbations</em></strong></p><p>5/ I<strong>nnovation</strong></p><p>Question : <em>Parlons de l’innovation et du développement à la SNCF… - <strong>Innove pour proposer des solutions de mobilité écologiques</strong></em></p>;Marque et communication externe;Image SNCF,Opinion ,Baromètre d'image,Marque;Open Database License (ODbL);https://data.sncf.com/pages/licence;fr;fr;;2023-06-08T09:50:29+00:00;False;True;2023-06-08T09:50:29+00:00;2023-06-08T09:50:29.888000+00:00;world_fr;True;France;;;SNCF;;283;;;;;;;False;;;;Irrégulière;barometre-notes-dopinion-sncf-gmv
;;;;;;;;;;;;;;;;Comptes-rendus des réunions sécurité avec les associations;<p>Tous les trimestres, SNCF rencontre plusieurs associations de défense des consommateurs, usagers et victimes d’accidents collectifs, pour échanger et avancer sur le sujet de la sécurité ferroviaire. Organisées au Siège de SNCF, ces réunions rassemblent les représentants des associations et des membres de l’équipe dirigeante de SNCF.</p>;Sécurité ferroviaire;Sécurité;Open Database License (ODbL);https://data.sncf.com/pages/licence;fr;fr;;2019-07-01T14:47:04+00:00;False;True;2019-07-01T14:47:04+00:00;2021-04-06T15:25:38.700000+00:00;world_fr;True;France;;;SNCF;;20;;;;;;;False;;;;Irrégulière;comptes-rendus-securite-associations
;;;;;;;;;;;;;;;;Provisions risques et charges CSO de SNCF Réseau depuis 2015;<p>Provisions risques et charges depuis 2015 issus du Rapport Financier du groupe SNCF Réseau au 31 décembre de chaque année (Comptes sociaux de l'EPIC SNCF RÉSEAU)</p>;Réseau;SNCF RESEAU,Comptes Sociaux,Provisions,Risques,Charges;Open Database License (ODbL);https://data.sncf.com/pages/licence;fr;fr;;2022-03-24T09:21:13+00:00;True;True;2021-07-01T15:22:22+00:00;2023-06-14T01:13:55.176000+00:00;world_fr;True;France;;;SNCF Réseau;;300;;;;;;;True;;datasncf;;Annuelle;provisions-risques-et-charges-2017-cso
2016-03-14;;;;;;Annuelle ;;Depuis 2010;;;;;;;;Recensement des caméras de vidéosurveillance;<p>Recensement des caméras de vidéosurveillance dans les gares et dans les trains.</p>;Informations institutionnelles et financières;Sûreté,Vidéosurveillance;Open Database License (ODbL);https://data.sncf.com/pages/licence;fr;fr;;2017-04-01T08:23:55+00:00;False;True;2017-04-01T08:23:55+00:00;2021-04-06T08:46:17.218000+00:00;world_fr;True;France;;;SNCF;;6;;;;;;;False;;;;;equipement-surete
;;;;;;;;2014-04-01/2017-12-31;;;;;;;;Baromètre notes d'opinion SNCF jusqu'au 31/12/2017 (IPSOS);<p>Ce jeu de données recense les notes d'opinion attribuées à la SNCF pour ses services. Elles sont issues  des enquêtes menées par IPSOS (Institut de sondage français) auprès de la population nationale représentée par deux échantillons comprenant d'une part les français (volet réputation) et d'autre part les clients (volet Expérience Marque).</p>;Marque et communication externe;Image SNCF,Opinion ,Baromètre d'image,Marque;Open Database License (ODbL);https://data.sncf.com/pages/licence;fr;fr;;2023-06-08T09:50:34+00:00;False;True;2023-06-08T09:50:34+00:00;2023-06-08T09:50:34.684000+00:00;world_fr;True;France;;;SNCF;;180;;;;;;;False;;;;Irrégulière;barometre-notes-dopinion-sncf
;;;;;;;;;;;;;;;;Stocks CCO du groupe SNCF Réseau depuis 2015;<p>Stocks depuis 2015 issus du Rapport Financier du groupe SNCF Réseau publié au 31 décembre de chaque année (Comptes consolidés incluant l'EPIC SNCF RESEAU et ses filiales)</p>;Réseau;SNCF RESEAU,Comptes Consolidés,Stocks;Open Database License (ODbL);https://data.sncf.com/pages/licence;fr;fr;;2022-03-24T08:46:28+00:00;True;True;2021-06-29T08:55:23+00:00;2023-06-14T01:16:51.337000+00:00;world_fr;True;France;;;SNCF Réseau;;24;;;;;;;True;;datasncf;;Annuelle;stocks-2017-cco
;;;;;;;;;;;;;;;;Répartition du chiffre d'affaires (en milliards d'euros) du groupe SNCF par métier en 2015;<p>Source du chiffre d'affaire 2015 (en milliards d'euros).</p><p>NB : les normes comptables appliquées ici sont les normes françaises avant 2007 et IFRS ensuite</p>;Informations institutionnelles et financières;Chiffre d'affaire,SNCF;Open Database License (ODbL);https://data.sncf.com/pages/licence;fr;fr;;2017-05-17T08:16:32+00:00;False;True;2017-05-17T08:16:32+00:00;2021-03-31T08:26:22.112000+00:00;world_fr;True;France;;;SNCF;;5;;;;;;;False;;;;;source-ca-2015
;;;;;;;;;;;;;;;;Trésorerie équivalents trésorerie CCO du groupe SNCF Réseau depuis 2015;<p>Trésorerie équivalents trésorerie depuis 2015 issue du Rapport Financier du groupe SNCF Réseau au 31 décembre de chaque année (Comptes consolidés incluant l'EPIC SNCF RESEAU et ses filiales)</p>;Réseau;SNCF RESEAU,Comptes Consolidés,Trésorerie,Disponibilités;Open Database License (ODbL);https://data.sncf.com/pages/licence;fr;fr;;2022-03-24T08:44:24+00:00;True;True;2021-06-29T09:50:10+00:00;2023-06-14T01:17:13.360000+00:00;world_fr;True;France;;;SNCF Réseau;;5;;;;;;;True;;datasncf;;Annuelle;tresorerie-equivalents-tresorerie-2017-cco
